"outcome","pleiotropy","IV_strength","effect","overlap","r2","number_of_SNPs","xQTL_from_one_sample","Multivariable","Multivariable_tdist","MultivariableLD","MultivariableLD_tdist","IVW_Cauchy_cauchy","IVW_tdist_Cauchy_cauchy","IVW_HMP","IVW_tdist_HMP","IVW_Modality1","IVW_tdist_Modality1","IVW_Modality2","IVW_tdist_Modality2","IVW_Modality3","IVW_tdist_Modality3","IVW_MinP","IVW_tdist_MinP","IVW_Fisher_chisq","IVW_tdist_Fisher_chisq","WGLR_Cauchy_cauchy","WGLR_tdist_Cauchy_cauchy","WGLR_HMP","WGLR_tdist_HMP","WGLR_Modality1","WGLR_tdist_Modality1","WGLR_Modality2","WGLR_tdist_Modality2","WGLR_Modality3","WGLR_tdist_Modality3","WGLR_MinP","WGLR_tdist_MinP","WGLR_Fisher_chisq","WGLR_tdist_Fisher_chisq","WGLR_Fisher_gamma","WGLR_tdist_Fisher_gamma","GSMR_Cauchy_cauchy","GSMR_HMP","GSMR_Modality1","GSMR_Modality2","GSMR_Modality3","GSMR_MinP","GSMR_Fisher_chisq","SMR_allSNPs_Cauchy_cauchy","SMR_allSNPs_HMP","SMR_allSNPs_MinP","SMR_allSNPs_Fisher_chisq","SMR_singleSNP_Cauchy_cauchy","SMR_singleSNP_HMP","SMR_Modality1","SMR_Modality2","SMR_Modality3","SMR_singleSNP_Fisher_chisq","Multivariable_beta1_mean","Multivariable_beta2_mean","Multivariable_beta3_mean","MultivariableLD_beta1_mean","MultivariableLD_beta2_mean","MultivariableLD_beta3_mean","IVW_beta1_mean","IVW_beta2_mean","IVW_beta3_mean","WGLR_beta1_mean","WGLR_beta2_mean","WGLR_beta3_mean","OLS_beta1_mean","OLS_beta2_mean","OLS_beta3_mean","F_1_mean","R2_1_mean","F_2_mean","R2_2_mean","F_3_mean","R2_3_mean","Multivariable_beta1_sd","Multivariable_beta2_sd","Multivariable_beta3_sd","MultivariableLD_beta1_sd","MultivariableLD_beta2_sd","MultivariableLD_beta3_sd","IVW_beta1_sd","IVW_beta2_sd","IVW_beta3_sd","WGLR_beta1_sd","WGLR_beta2_sd","WGLR_beta3_sd","OLS_beta1_sd","OLS_beta2_sd","OLS_beta3_sd","F_1_sd","R2_1_sd","F_2_sd","R2_2_sd","F_3_sd","R2_3_sd"
"continuous","vertical",2,0,0,0.01,20,FALSE,0.2358,0.1761,0.0618,0.0315,0.339,0.3068,0.3207,0.2854,0.3355,0.3032,0.3311,0.3002,0.3349,0.3037,0.3719,0.3372,0.4473,0.4279,0.1002,0.0751,0.0871,0.0638,0.0922,0.0733,0.0927,0.0731,0.0961,0.0758,0.1397,0.112,0.1826,0.1617,0.0992,0.0772,0.1067,0.092,0.0972,0.1013,0.1013,0.147,0.1913,0.004,0.0031,0.4816,0.0985,0.028,0.0212,0.0237,0.0295,0.0289,0.094,0.000693551211730845,-0.000378378822990062,-0.00150497510785902,0.000691654327433097,-0.000389032068958427,-0.00150464299126522,0.00368364082227847,0.00179782224827373,-0.00176590147555638,0.00353522787383157,0.00153825825383273,-0.00166689926623306,-0.421164721953902,-0.133580960621077,0.000249422970061887,5.64664060715971,0.189648442687451,7.19106562046687,0.229522595397263,7.17281613765856,0.229133738100799,0.249251678360582,0.132827970968383,0.132789301917689,0.249214244537576,0.132737028038208,0.132737559607242,0.124498881098308,0.0624701136568794,0.062743811903895,0.118628351878558,0.059895174117623,0.060281723128197,0.0472218965957982,0.0278643716997775,0.0282509970978671,1.11614444816121,0.0302261005107309,1.33396371014795,0.0326624225549497,1.30232368969919,0.0319471452856024
"binary_use_control_in_xQTL","vertical",2,0,0,0.01,20,FALSE,0.2374,0.1759,0.0593,0.0281,0.3357,0.3033,0.3188,0.2828,0.3206,0.2918,0.3259,0.2947,0.3277,0.2973,0.3731,0.3396,0.4355,0.4152,0.0951,0.0703,0.0838,0.0587,0.0834,0.064,0.0859,0.0672,0.0881,0.0676,0.1481,0.1167,0.1635,0.1415,0.0959,0.0738,0.0974,0.082,0.0828,0.0897,0.0897,0.15,0.1674,6e-04,3e-04,0.351,0.0474,0.0114,0.0086,0.0102,0.0146,0.0152,0.0692,-0.00287881343770302,0.00145128466562696,0.000451551431005222,-0.00288191533906423,0.00141904893211475,0.000512565013595182,-0.000480076954227525,-0.000273223529813769,0.000269384227401247,-0.00111006307975556,-0.000199173527763923,0.000400852178415212,0,0,0,3.43157473273006,0.227999427955683,4.15643761767097,0.263455999535355,4.10318528576564,0.260928232963409,0.207600562826839,0.111045129561652,0.111856665971523,0.207412740409845,0.110781737523278,0.111531698317503,0.141473864569665,0.0712628037059488,0.0716211258055085,0.127142132831099,0.0651149144063458,0.0654870396201782,0,0,0,0.872997517960166,0.0443551985075385,0.984685723810688,0.0456982651835423,0.983163163899508,0.0458737921574882
"binary_use_all_in_xQTL","vertical",2,0,0,0.01,20,FALSE,0.2371,0.1768,0.0566,0.0279,0.3379,0.3057,0.3192,0.2845,0.3263,0.2991,0.3325,0.3004,0.3321,0.3029,0.3641,0.3329,0.4417,0.4212,0.0977,0.0739,0.086,0.0614,0.0885,0.0681,0.0917,0.0744,0.0908,0.0726,0.1368,0.112,0.1785,0.1575,0.0964,0.0757,0.1035,0.0894,0.0929,0.0968,0.0968,0.1439,0.1876,0.003,0.002,0.4642,0.0976,0.0278,0.0202,0.0235,0.0291,0.0285,0.0984,-0.00283115027759199,-0.000260047399947784,-0.00173325330865541,-0.00285025749578205,-0.000259688420038374,-0.00172894664823329,-0.000409671139833705,-0.00031811123919474,0.000201403274991459,-0.000576844124552295,-0.000265723597758616,0.000123736548730587,-0.0809800975481914,-0.0260744975625084,-3.49550753545739e-05,5.54363534831106,0.186796642438949,7.13770320412153,0.228275091053108,7.18968955414588,0.229550263494708,0.28024085919789,0.15259179226353,0.152430035972931,0.280087593729591,0.152516375365603,0.152324698912639,0.14440418436129,0.0726413809311622,0.0726569816152093,0.135224647921372,0.0688150162657717,0.0690191043406059,0.0132982404623575,0.00783934625301117,0.00831693884735886,1.12186029873457,0.0306432986172993,1.29457599228112,0.0318484338776632,1.30315583785971,0.0319554597670154
"continuous","horizontal",0.5,0.1,0,0.01,20,FALSE,0.1903,0.1378,0.0502,0.0243,0.2361,0.1936,0.2246,0.1795,0.2381,0.2072,0.1457,0.1224,0.1411,0.1195,0.345,0.3006,0.28,0.2439,0.0555,0.0328,0.052,0.0299,0.0609,0.0464,0.0486,0.0361,0.0471,0.0337,0.14,0.1062,0.062,0.0431,0.0533,0.0364,0.0229,0.02,0.0415,0.0271,0.0271,0.0907,0.0354,0,0,0.0239,0,0,0,7e-04,3e-04,0,5e-04,0.0396436654121201,-0.0197104827138678,0.0218197717601306,0.0260265133795746,-0.0120141007519013,0.0153753291371816,0.0562969274026185,-0.041355279468418,0.0441669450553354,0.0309876671019261,-0.0181037747819901,0.0211457901869709,0.49568339447115,-0.39960939437803,-0.398354608708147,1.29704743286956,0.0511321956780602,1.08945941284851,0.0433225758878668,1.08624867038307,0.0432018561637975,0.244104665577868,0.248731956861337,0.24555809048829,0.218024822773465,0.237102350029012,0.234456081540889,0.262384227258084,0.275589206213295,0.274185330225071,0.2058973886534,0.224240489176259,0.221329164548837,0.0363722961204304,0.0391108423487448,0.039063343235445,0.405231505961281,0.0150847881093899,0.351826852559593,0.0133219819289812,0.349903664617114,0.0132541734512387
"binary_use_control_in_xQTL","horizontal",0.5,0.1,0,0.01,20,FALSE,0.1544,0.1038,0.0383,0.0165,0.19,0.1444,0.1785,0.1342,0.1769,0.151,0.11,0.0901,0.1177,0.0962,0.2962,0.2552,0.2149,0.1823,0.0435,0.022,0.0413,0.02,0.0481,0.0354,0.0395,0.0286,0.0456,0.0318,0.1251,0.0907,0.0437,0.0282,0.0381,0.0226,0.0164,0.0141,0.0298,0.0269,0.0269,0.0752,0.0219,0,0,0.0148,0,0,0,3e-04,2e-04,1e-04,2e-04,0.0243063312622186,-0.0111631427197765,0.0149201126745791,0.0132894841975082,-0.005898178170616,0.0095366998276403,0.0340529338884775,-0.0201769117215618,0.0225991213478541,0.0160608275065716,-0.00796021313246778,0.0105797112469762,0,0,0,1.15816724317567,0.0910475248319156,1.0515979893189,0.0834163407587164,1.05339596241792,0.0835560934981601,0.273418260318507,0.267484587170236,0.269461043519904,0.24157102663456,0.249716866875846,0.251118532898247,0.286908496232873,0.285073565495388,0.290836701920762,0.226374298628703,0.23589375966238,0.239035671460808,0,0,0,0.380146487493769,0.0269244546199456,0.348714672969386,0.0251444810460116,0.346981616671399,0.0249861569147019
"binary_use_all_in_xQTL","horizontal",0.5,0.1,0,0.01,20,FALSE,0.1813,0.1255,0.0445,0.0209,0.2241,0.1791,0.212,0.1674,0.2253,0.1959,0.1336,0.1097,0.1382,0.1146,0.3305,0.2861,0.2661,0.2285,0.0502,0.0266,0.0466,0.0238,0.0551,0.0404,0.041,0.0304,0.0429,0.0313,0.1268,0.0947,0.0548,0.0366,0.0465,0.0294,0.0207,0.018,0.0367,0.0264,0.0264,0.0832,0.0296,0,0,0.0229,0,0,0,0.0015,4e-04,2e-04,7e-04,0.0373011362066196,-0.0146980395130766,0.0199806392450164,0.0236072064214125,-0.0077444161687132,0.0143498899674076,0.0507449866207522,-0.0388488884627514,0.0353615744770128,0.028061611516396,-0.0150433890849887,0.016351665734686,0.107236267133724,-0.0877613360937515,-0.0873949571596856,1.2877651715445,0.0507850847195481,1.09246483838297,0.0434394529892918,1.09090385955056,0.0433773202683167,0.34905760402657,0.35477541834088,0.358910004348235,0.313033403153874,0.338051110705582,0.341454601579651,0.374568631705534,0.391624568099393,0.39504901484813,0.293977489080168,0.31680309520789,0.318985612477012,0.0133448834985538,0.0141154925174994,0.0143238024784549,0.403384408951472,0.0150359420907724,0.349772084450991,0.0132522865691349,0.352175975803046,0.0133400083495904
"continuous","vertical",0.5,0.1,0,0.01,20,FALSE,0.2347,0.1762,0.0601,0.0302,0.3136,0.2716,0.2964,0.254,0.2494,0.2201,0.2713,0.2393,0.2702,0.2376,0.399,0.3583,0.3839,0.354,0.0759,0.0493,0.0679,0.0422,0.0652,0.05,0.0648,0.0481,0.0682,0.0521,0.1622,0.1252,0.0992,0.0772,0.0796,0.0585,0.0424,0.035,0.0421,0.0483,0.0483,0.1199,0.0701,0,0,0.0586,0,3e-04,3e-04,9e-04,0.0013,4e-04,0.0024,-0.0428737051728219,-0.0298545569394226,0.0262853995051688,-0.0335935194310481,-0.0236079176352269,0.0203359852016245,-0.107114532622898,-0.0626739217734991,0.0619063054209524,-0.0592656453208463,-0.0379750703658742,0.0359256984693048,-0.594674209745792,-0.24750907947401,0.100175776250921,1.29704743286956,0.0511321956780602,1.39288017457384,0.0546804754377899,1.39007958264245,0.0545863145595267,0.298355378794041,0.16589075282608,0.166170760533446,0.290007805222242,0.159780669508913,0.160636353084226,0.334793250709049,0.184710465331421,0.185357222375865,0.265343212840586,0.145334596462337,0.146166303603915,0.0485824247886439,0.0298198744320017,0.0314113463721038,0.405231505961281,0.0150847881093899,0.439048222146562,0.0162223417380455,0.43095904367527,0.0159196090822714
"binary_use_control_in_xQTL","vertical",0.5,0.1,0,0.01,20,FALSE,0.1957,0.1401,0.0484,0.0204,0.256,0.2115,0.2428,0.1968,0.1834,0.1559,0.204,0.173,0.2032,0.1746,0.3559,0.3103,0.3084,0.2758,0.0542,0.032,0.0496,0.0274,0.0504,0.0384,0.05,0.0389,0.0512,0.0369,0.1354,0.1029,0.0668,0.046,0.0566,0.0342,0.0244,0.0216,0.0331,0.0308,0.0308,0.0899,0.038,0,0,0.0268,1e-04,1e-04,1e-04,4e-04,7e-04,3e-04,7e-04,-0.0318720301994848,-0.0190551876520567,0.0199601212397784,-0.0216396910591815,-0.0128172814141607,0.0141601117382501,-0.0641766396165228,-0.0369851294387274,0.0372047993797691,-0.0328466476399182,-0.0186386891531117,0.0198607673160187,0,0,0,1.16031852194603,0.0911767672936419,1.20771172940894,0.0945374426004316,1.20592138268166,0.0944135192462292,0.262842789795401,0.146454629820362,0.144321777161036,0.248748874443806,0.13649085128195,0.135126575207397,0.292912151482899,0.162716422386905,0.160983338293771,0.231377518548852,0.127125664144247,0.126255002395617,0,0,0,0.386377448497397,0.027336690141306,0.397516971506665,0.0279133900472871,0.396426030991832,0.0278580865106886
"binary_use_all_in_xQTL","vertical",0.5,0.1,0,0.01,20,FALSE,0.2243,0.1615,0.0517,0.0246,0.3035,0.259,0.2864,0.2401,0.234,0.2038,0.2563,0.2254,0.2613,0.2313,0.3873,0.347,0.3729,0.3448,0.0678,0.0422,0.0609,0.0358,0.0566,0.0438,0.0596,0.046,0.0644,0.0491,0.1498,0.117,0.0902,0.07,0.0713,0.0514,0.0356,0.0302,0.0372,0.0452,0.0452,0.1119,0.0609,0,0,0.0538,1e-04,1e-04,1e-04,8e-04,0.0019,0.0014,0.0037,-0.0335705471511678,-0.0262483230021783,0.0210209036158187,-0.0257291003191546,-0.0208619004598716,0.0154329478276851,-0.0911781438836736,-0.0524877379935327,0.0525822844679441,-0.0499500936799452,-0.0311405307210137,0.0299693724574184,-0.112304457700061,-0.0475271529208871,0.0193606780064355,1.29469779260465,0.0510371284007291,1.39297535936907,0.0546938975254999,1.39146239226408,0.054632805411164,0.331424954007409,0.188570097463659,0.19188515286342,0.322763022789004,0.181377216346665,0.184557842579452,0.375410854927342,0.208803469255523,0.211572355194468,0.293303563185319,0.163419123067541,0.166141035229966,0.0132109400340204,0.0082738949964494,0.00908060798382234,0.410815887594013,0.0152948592919897,0.431264683392864,0.0159347239570188,0.434959393925432,0.0160704861445185
"continuous","horizontal",1,0.1,0,0.01,20,FALSE,0.2768,0.207,0.0764,0.0393,0.3584,0.3186,0.3432,0.3005,0.3628,0.3319,0.2641,0.2343,0.2738,0.2416,0.4341,0.3945,0.43,0.4001,0.0982,0.0685,0.0914,0.0605,0.106,0.0872,0.0673,0.0507,0.072,0.0543,0.1888,0.1515,0.1299,0.1037,0.1029,0.0767,0.0717,0.0638,0.0977,0.0479,0.0479,0.1572,0.105,0,0,0.1271,0.0015,8e-04,6e-04,0.0047,0.002,3e-04,0.0052,0.0575078852990459,-0.0217177819377264,0.0390074357596778,0.0484640777840672,-0.0166596860504953,0.0344389145603138,0.0867040450673433,-0.106606665458729,0.115848881064351,0.0657392113264822,-0.0541872593157621,0.0674777778755691,0.482575013959482,-0.396919036959894,-0.392279343390366,2.16729037880242,0.0825106277543314,1.3478623899501,0.0530191258968027,1.34480366542549,0.0529078571808039,0.189514262046091,0.226230482078668,0.224022914824122,0.182207745895768,0.223755297795392,0.221612350707974,0.184247164939387,0.25724223961632,0.257440441161201,0.158428827990102,0.203098467117276,0.201153431221493,0.0358856610608482,0.0389670323938422,0.0389758152195138,0.595932370477323,0.020714467907092,0.421865846434738,0.0156318094421089,0.419043665171333,0.0155409084511493
"binary_use_control_in_xQTL","horizontal",1,0.1,0,0.01,20,FALSE,0.218,0.159,0.0543,0.0266,0.2914,0.2415,0.2765,0.2253,0.2943,0.2629,0.1724,0.1467,0.1922,0.1657,0.3844,0.3426,0.3445,0.3119,0.0656,0.039,0.0605,0.0344,0.0706,0.0542,0.0506,0.0357,0.0545,0.0406,0.1533,0.1148,0.0785,0.0563,0.0656,0.0431,0.0324,0.028,0.0549,0.033,0.033,0.1101,0.0471,0,0,0.0519,0,2e-04,1e-04,0.0025,5e-04,3e-04,0.0022,0.0457957677051528,-0.0173131756839591,0.0301791591620682,0.0336956616216243,-0.0112489615001277,0.024014537609793,0.0692030683561774,-0.0642321685028915,0.0714930345197577,0.0437644133423638,-0.0277412563339608,0.0376498576999758,0,0,0,1.60606207035003,0.121751214860737,1.18153302904504,0.0927057624766706,1.1927394500072,0.0935009568278139,0.226801454304507,0.246503748322173,0.246337536285826,0.209980622235695,0.239543972846224,0.239609975656458,0.239170593334841,0.28131928341832,0.284761916249712,0.191902476143602,0.222451353850643,0.226028990218809,0,0,0,0.500033638262575,0.0329891483135513,0.386324944484815,0.0272523189785414,0.388800246968347,0.0273743481700487
"binary_use_all_in_xQTL","horizontal",1,0.1,0,0.01,20,FALSE,0.2361,0.1769,0.0594,0.0304,0.321,0.2758,0.3044,0.2571,0.3255,0.2933,0.2365,0.2024,0.2366,0.2056,0.4015,0.3614,0.3901,0.3621,0.0776,0.0513,0.0723,0.0439,0.0832,0.0632,0.0552,0.0415,0.0584,0.042,0.1572,0.1198,0.0997,0.0786,0.0797,0.0586,0.0519,0.0453,0.0733,0.0374,0.0374,0.1273,0.0774,0,0,0.1079,3e-04,9e-04,6e-04,0.0059,0.0015,5e-04,0.0061,0.0531317421197835,-0.016647551517558,0.0355272132165126,0.0437788293142078,-0.0119379490591783,0.0311852561011069,0.0784486543641553,-0.0989387907648975,0.103034797872461,0.0579136200759645,-0.0485405953669635,0.0580483758498942,0.104443258112166,-0.0871326337535639,-0.0859978745964629,2.13971553804926,0.0815461431412597,1.35064321752409,0.0531244400456417,1.33698486160444,0.0526145885877254,0.27082763039186,0.322881648374774,0.322857474016974,0.260042996315718,0.318847481814483,0.319229138946328,0.262436747833689,0.369486973567619,0.369078881136066,0.224184931940295,0.288268613185294,0.288686963746791,0.0131830849046146,0.0140968315949264,0.0143284739191989,0.59175234458619,0.0206288054561323,0.420649502127739,0.0156026980067621,0.419208794449502,0.0155606029140279
"continuous","vertical",1,0.1,0,0.01,20,FALSE,0.3446,0.2805,0.1118,0.0637,0.4509,0.4164,0.4348,0.3972,0.424,0.3924,0.4345,0.405,0.434,0.4013,0.4988,0.4655,0.5423,0.5203,0.1728,0.1356,0.1565,0.121,0.1417,0.1136,0.1496,0.123,0.1475,0.1222,0.2514,0.2118,0.2457,0.2182,0.176,0.1473,0.1583,0.1425,0.1274,0.1409,0.1409,0.2445,0.2414,1e-04,0,0.2975,0.0428,0.0064,0.0036,0.0059,0.009,0.0093,0.0412,-0.0515840554105707,-0.0347525606128231,0.0321949084007896,-0.0477207977330443,-0.0322555496281366,0.0296822557064644,-0.169894250164896,-0.0882559831776747,0.0884190064717409,-0.128252435134934,-0.0711116275917968,0.0705138848971564,-0.581553002091204,-0.241131643958004,0.100210412482776,2.16729037880242,0.0825106277543314,2.55232806899002,0.0957139117253601,2.54538620119708,0.0955049209945616,0.272622294752487,0.147922220783829,0.148163232908996,0.271582571372251,0.147036531998227,0.147419299264295,0.235758047872154,0.120720236832948,0.121751708232133,0.202214139742429,0.105799923629893,0.106643379858376,0.0479674035373058,0.0292073382149739,0.0306758899387695,0.595932370477323,0.020714467907092,0.681885090791936,0.0230222965138702,0.665506306475539,0.022475254114173
"binary_use_control_in_xQTL","vertical",1,0.1,0,0.01,20,FALSE,0.2853,0.219,0.0748,0.0379,0.3796,0.3395,0.3626,0.3176,0.3304,0.2944,0.3497,0.3173,0.3448,0.3138,0.4422,0.4037,0.4602,0.4371,0.1093,0.0768,0.0969,0.0643,0.0869,0.068,0.0957,0.0736,0.0926,0.0727,0.1924,0.1529,0.1516,0.1249,0.1133,0.0886,0.0781,0.0672,0.0667,0.0747,0.0747,0.1634,0.1281,1e-04,0,0.1302,0.0038,0.0012,8e-04,0.0026,0.0035,0.0032,0.0131,-0.0422033426267885,-0.0252010793362947,0.0250870536471445,-0.0362847907264356,-0.0215658420187224,0.0216400318449937,-0.122804021930322,-0.0647667353736936,0.0641622303927311,-0.0797832210955012,-0.0440811603104756,0.0439075526468875,0,0,0,1.60463882301185,0.121623665880238,1.792951176012,0.133948477786774,1.78453581862557,0.133430435560318,0.23289660941963,0.127141785188896,0.126103223489271,0.230199584581053,0.124975545934459,0.123879902633269,0.244391114886028,0.127976784108508,0.126976233167007,0.195350181070815,0.104089389484847,0.103262278388394,0,0,0,0.506411887887667,0.0333995231639375,0.546411068623496,0.0349787776240889,0.539076955570646,0.0346501525560347
"binary_use_all_in_xQTL","vertical",1,0.1,0,0.01,20,FALSE,0.293,0.226,0.082,0.0424,0.3911,0.3537,0.3712,0.3345,0.3644,0.3349,0.3734,0.3428,0.3724,0.3439,0.4407,0.4063,0.4911,0.4664,0.1268,0.0955,0.1138,0.0837,0.1034,0.0833,0.1099,0.0876,0.1093,0.0878,0.1975,0.1592,0.1893,0.1634,0.1293,0.1049,0.1156,0.1019,0.0936,0.1021,0.1021,0.1889,0.1844,2e-04,1e-04,0.2535,0.0282,0.0064,0.0043,0.0056,0.0077,0.0089,0.0395,-0.0413118386039827,-0.0283534732775829,0.0245050714768627,-0.0379459405523996,-0.0260947240704402,0.0221566388613395,-0.13663798142244,-0.0708186677775882,0.0712912856824976,-0.102413333154396,-0.0557818947323789,0.0561201833013128,-0.110085375862869,-0.0464207690811827,0.0194520683720189,2.15239416079816,0.0819707405152721,2.53446312700909,0.0951346007135278,2.54013288878439,0.0953218185579464,0.304768781215673,0.167733421106648,0.170870398214758,0.303573400625412,0.166715457256925,0.169792350595507,0.265678479102218,0.137216791836636,0.138506438775078,0.224665337626566,0.118979363986741,0.120438621687946,0.0130070674839542,0.00807325758765645,0.00887019915635811,0.605803816856268,0.0210796868410966,0.663403580927373,0.0224377963069978,0.667154464155591,0.0225676023949547
"continuous","horizontal",2,0.1,0,0.01,20,FALSE,0.4286,0.3603,0.1588,0.0991,0.5361,0.4984,0.5191,0.4782,0.5341,0.5022,0.4874,0.4538,0.5072,0.4749,0.5848,0.5509,0.6201,0.5993,0.2393,0.1938,0.223,0.1731,0.2349,0.2023,0.1481,0.1193,0.1981,0.1664,0.3222,0.2805,0.319,0.288,0.2434,0.2081,0.2344,0.2122,0.2482,0.1839,0.1839,0.3235,0.3201,0.0021,0.0012,0.5037,0.0942,0.0156,0.0125,0.0358,0.0129,0.0038,0.0616,0.0624134331950298,-0.0048043722062734,0.0642292992870752,0.0593662633330044,-0.00305072400284963,0.0625761551048725,0.0965050958464169,-0.162741030443307,0.175522529235577,0.0884477780399781,-0.108878034443233,0.136716083381046,0.437798381103887,-0.386728845260205,-0.369163954638841,5.64664060715971,0.189648442687451,2.38114998370196,0.0899062958584172,2.37757710289392,0.0897896995543828,0.150800180830691,0.200488920992361,0.198043243524232,0.150112808014395,0.200197364279306,0.197738559633916,0.0990734590523207,0.178276364874779,0.179513341481424,0.0944875822438565,0.15087376527062,0.150473787913381,0.0341753050404345,0.0383638044047473,0.0385805303488593,1.11614444816121,0.0302261005107309,0.636065666727686,0.0217332420534966,0.631336590436979,0.0216066097829167
"binary_use_control_in_xQTL","horizontal",2,0.1,0,0.01,20,FALSE,0.3071,0.2423,0.0883,0.0473,0.3976,0.3604,0.3804,0.3415,0.3965,0.3681,0.3299,0.2954,0.3523,0.321,0.4613,0.4252,0.4806,0.4559,0.128,0.0938,0.1169,0.0806,0.1315,0.1055,0.081,0.0647,0.0977,0.0785,0.2128,0.1734,0.1755,0.1486,0.1309,0.1046,0.1074,0.0956,0.1321,0.0786,0.0786,0.1993,0.1624,1e-04,1e-04,0.2574,0.0126,0.0041,0.0026,0.015,0.0046,0.0016,0.0234,0.055594586915227,-0.0109907969664456,0.0476762992844748,0.0497791724810164,-0.00791849027531461,0.0446115097697754,0.0861645278644765,-0.12913400581766,0.13861111874772,0.0718946761433423,-0.0722065207494145,0.0933791757377602,0,0,0,3.39210028920935,0.226026684422777,1.70219941154755,0.128073319104067,1.74506879221668,0.130872494756022,0.172647326434024,0.222671420847425,0.217674306630003,0.169605911988745,0.221401714303902,0.21656229113366,0.142337785555634,0.233408563181168,0.22943589348905,0.127768979482723,0.18600869425732,0.183636836736615,0,0,0,0.855739409039903,0.0438380315566828,0.523266909871564,0.0339850674000144,0.531332098494747,0.0343103148209843
"binary_use_all_in_xQTL","horizontal",2,0.1,0,0.01,20,FALSE,0.3129,0.249,0.0963,0.05,0.4081,0.3721,0.39,0.3554,0.4069,0.3756,0.3663,0.334,0.3812,0.3501,0.459,0.4244,0.5014,0.478,0.1453,0.1101,0.1316,0.0968,0.1423,0.118,0.1013,0.0805,0.1159,0.0914,0.2164,0.1794,0.207,0.1789,0.1443,0.1187,0.1376,0.1249,0.1496,0.1048,0.1048,0.2138,0.2066,4e-04,5e-04,0.4159,0.0453,0.0131,0.0092,0.031,0.0102,0.0029,0.0536,0.0583059914229202,-0.000226874137900072,0.0583882286979208,0.0547933249064291,0.00162880463621978,0.0566074902014062,0.0868920811601847,-0.146400267773687,0.160729328599262,0.0785808398177058,-0.0963421525575259,0.122789390058059,0.0947607555101124,-0.0847259684511099,-0.0808088138302143,5.58302392181467,0.187903359255799,2.38200783248547,0.0899380710645343,2.33568399565739,0.0883272255974401,0.216502995924205,0.286455180269836,0.28765178317235,0.214958914407001,0.285899108456164,0.287147519250418,0.141651561253653,0.256022967350142,0.260078461886039,0.133188740556434,0.215004114644902,0.215830642662192,0.0125022318348664,0.0138505066788567,0.0142207381788794,1.11205620973785,0.0303219062561022,0.634654377762448,0.0216931705416373,0.637682756384111,0.0218796504737962
"continuous","vertical",2,0.1,0,0.01,20,FALSE,0.6213,0.5597,0.3005,0.2113,0.7206,0.6959,0.7068,0.6787,0.7141,0.6896,0.7147,0.6907,0.714,0.6894,0.7383,0.7177,0.786,0.7729,0.4427,0.3929,0.4186,0.3633,0.4068,0.3633,0.419,0.3775,0.4182,0.3718,0.5069,0.4606,0.5695,0.5423,0.4421,0.3991,0.4606,0.4339,0.4225,0.4351,0.4351,0.5216,0.5856,0.0522,0.0347,0.709,0.4017,0.0648,0.0533,0.0558,0.0665,0.0672,0.1735,-0.0551349635130213,-0.0359910362710282,0.0340093316034977,-0.0539839058018694,-0.0352693449766544,0.0332681215057632,-0.190823403762087,-0.0961700410571965,0.0963658549770669,-0.174583064500394,-0.0899232477438736,0.0899072314851323,-0.536809806114002,-0.220268311876977,0.100249422970062,5.64664060715971,0.189648442687451,7.19106562046687,0.229522595397263,7.17281613765856,0.229133738100799,0.252793812286971,0.134797167039132,0.135124053799322,0.252718837957655,0.134690049895535,0.13504755627266,0.128135301224763,0.0640893484851993,0.0646432632975978,0.121577077844954,0.0613404268002228,0.0619653460912377,0.0455083552123506,0.027094883382239,0.0282509970978671,1.11614444816121,0.0302261005107309,1.33396371014795,0.0326624225549497,1.30232368969919,0.0319471452856024
"binary_use_control_in_xQTL","vertical",2,0.1,0,0.01,20,FALSE,0.4548,0.3835,0.165,0.101,0.5647,0.5313,0.5469,0.5105,0.5502,0.5167,0.555,0.5237,0.553,0.5199,0.6018,0.5684,0.6551,0.636,0.2589,0.2158,0.2391,0.1929,0.2257,0.1898,0.2313,0.1963,0.2314,0.1971,0.3359,0.2914,0.3635,0.3352,0.261,0.2242,0.2596,0.239,0.2277,0.2365,0.2365,0.3413,0.3711,0.0018,0.0011,0.489,0.1641,0.0244,0.0176,0.0211,0.0274,0.0265,0.1035,-0.0464058560047105,-0.026346561488775,0.0281419343939361,-0.0440578992781524,-0.0249002530678315,0.0267432358003725,-0.151349989155574,-0.0760237186032557,0.075663585510539,-0.127218126284165,-0.0655870614006936,0.0654507498075907,0,0,0,3.38926616018482,0.225810279645135,4.14785897458172,0.263050772580988,4.10708039533111,0.261174429017703,0.212560680859978,0.113927825563274,0.113552875707554,0.212120423916826,0.113634269535366,0.113229360741617,0.145179845535091,0.0723556547869013,0.0720692944474722,0.130164850116515,0.0658970581358127,0.0656799690477086,0,0,0,0.867827055082399,0.0444111721243172,0.985195698590029,0.0456843208842402,0.971620763781828,0.0454308510983652
