"outcome","pleiotropy","IV_strength","effect","overlap","r2","number_of_SNPs","xQTL_from_one_sample","Multivariable","Multivariable_tdist","MultivariableLD","MultivariableLD_tdist","IVW_Cauchy_cauchy","IVW_tdist_Cauchy_cauchy","IVW_HMP","IVW_tdist_HMP","IVW_Modality1","IVW_tdist_Modality1","IVW_Modality2","IVW_tdist_Modality2","IVW_Modality3","IVW_tdist_Modality3","IVW_MinP","IVW_tdist_MinP","IVW_Fisher_chisq","IVW_tdist_Fisher_chisq","WGLR_Cauchy_cauchy","WGLR_tdist_Cauchy_cauchy","WGLR_HMP","WGLR_tdist_HMP","WGLR_Modality1","WGLR_tdist_Modality1","WGLR_Modality2","WGLR_tdist_Modality2","WGLR_Modality3","WGLR_tdist_Modality3","WGLR_MinP","WGLR_tdist_MinP","WGLR_Fisher_chisq","WGLR_tdist_Fisher_chisq","WGLR_Fisher_gamma","WGLR_tdist_Fisher_gamma","GSMR_Cauchy_cauchy","GSMR_HMP","GSMR_Modality1","GSMR_Modality2","GSMR_Modality3","GSMR_MinP","GSMR_Fisher_chisq","SMR_allSNPs_Cauchy_cauchy","SMR_allSNPs_HMP","SMR_allSNPs_MinP","SMR_allSNPs_Fisher_chisq","SMR_singleSNP_Cauchy_cauchy","SMR_singleSNP_HMP","SMR_Modality1","SMR_Modality2","SMR_Modality3","SMR_singleSNP_Fisher_chisq","Multivariable_beta1_mean","Multivariable_beta2_mean","Multivariable_beta3_mean","MultivariableLD_beta1_mean","MultivariableLD_beta2_mean","MultivariableLD_beta3_mean","IVW_beta1_mean","IVW_beta2_mean","IVW_beta3_mean","WGLR_beta1_mean","WGLR_beta2_mean","WGLR_beta3_mean","OLS_beta1_mean","OLS_beta2_mean","OLS_beta3_mean","F_1_mean","R2_1_mean","F_2_mean","R2_2_mean","F_3_mean","R2_3_mean","Multivariable_beta1_sd","Multivariable_beta2_sd","Multivariable_beta3_sd","MultivariableLD_beta1_sd","MultivariableLD_beta2_sd","MultivariableLD_beta3_sd","IVW_beta1_sd","IVW_beta2_sd","IVW_beta3_sd","WGLR_beta1_sd","WGLR_beta2_sd","WGLR_beta3_sd","OLS_beta1_sd","OLS_beta2_sd","OLS_beta3_sd","F_1_sd","R2_1_sd","F_2_sd","R2_2_sd","F_3_sd","R2_3_sd"
"continuous","horizontal",1,0,1,0.01,5,TRUE,0.0818,0,0.0606,0,0.1255,0.014,0.1146,0.0088,0.1137,0.0274,0.0989,0.0194,0.1003,0.0211,0.198,0.0472,0.1765,0.0641,0.0788,0.0029,0.0713,0.0019,0.0667,0.0098,0.0725,0.0107,0.0662,0.0102,0.1524,0.0261,0.1145,0.0238,0.0645,0.0036,0.061,0.053,0.0665,0.0547,0.0547,0.1298,0.1009,0.0025,0.0023,0.1034,0.01,0.0072,0.0056,0.0163,0.0107,0.003,0.0235,0.225906022580734,0.102818125767042,-0.293981340714583,0.227300301878082,0.101808642164819,-0.292494272461081,0.0138427119179348,-0.091390606870068,-0.044009233678699,0.0278001755569044,-0.115928346224901,-0.0669192662274818,0.466515137580856,-0.490575754936291,-0.48359425222528,8.2335085219487,0.0763811104591153,2.98555260478944,0.029142745925678,4.41963627062861,0.0425293063409291,0.593419158712307,0.72342148151679,0.609252671379256,0.593021289213328,0.723043681990654,0.608722789842012,0.165621430388328,0.297783780727866,0.237329483122212,0.162757422577619,0.284544963994733,0.227596318536274,0.0382304543297336,0.0389576439238539,0.0388968415927228,2.61474954007904,0.0222638803171363,1.42865181036218,0.0134731359230147,1.80234580088256,0.0165280533175921
"binary_use_control_in_xQTL","horizontal",1,0,1,0.01,5,TRUE,0.0561,0,0.0372,0,0.0951,0.0086,0.0869,0.0049,0.102,0.0198,0.0617,0.0097,0.0797,0.0147,0.1619,0.0328,0.1484,0.0509,0.0499,0.0012,0.0445,7e-04,0.0564,0.0052,0.0399,0.0044,0.047,0.0055,0.1109,0.013,0.0776,0.0148,0.0463,0.0025,0.0229,0.0175,0.0452,0.0257,0.0257,0.0712,0.0532,0,0,0.0408,0.0014,9e-04,6e-04,0.0062,0.0024,1e-04,0.0066,-0.0141871483795264,-0.0115724466285595,0.015135995179499,-0.0141686631845754,-0.0118182781390901,0.0152083604806401,0.000312260839331893,0.000764266283940311,0.00337396622735455,0.000134374073120639,0.000603910049461364,0.00449397699210446,0,0,0,4.79266496083841,0.0882758903694825,2.05163341658563,0.039872514872779,2.79976965692737,0.053583755761129,0.735782410669149,1.00619661788418,0.739593816631087,0.735199153310738,1.00460802332838,0.738931546035076,0.235844756058605,0.411750959325143,0.335816571857825,0.230413048551418,0.395792753485754,0.322797556599804,0,0,0,1.92628048068062,0.0320901381899895,1.14062316004879,0.0210990767346493,1.39330921630475,0.0250404757100315
"binary_use_all_in_xQTL","horizontal",1,0,1,0.01,5,TRUE,0.0632,0,0.0431,0,0.112,0.0121,0.1021,0.0075,0.1118,0.0237,0.0815,0.015,0.0912,0.0163,0.1772,0.0383,0.1696,0.0641,0.0598,0.0025,0.0534,0.0016,0.0615,0.007,0.0578,0.0066,0.0564,0.0076,0.1302,0.0173,0.097,0.0207,0.0553,0.0038,0.0446,0.0374,0.0602,0.0414,0.0414,0.1048,0.086,8e-04,6e-04,0.0935,0.008,0.0041,0.003,0.0164,0.0072,0.0015,0.0221,0.186685141199156,0.083189893498528,-0.242028680055701,0.187929011100697,0.0823328071514172,-0.240827305796528,0.012638383813992,-0.080887448588916,-0.0356941890787197,0.0250085779995789,-0.100613372238843,-0.0550079422491378,0.0995889300435848,-0.104441537356469,-0.103068494830684,7.93606511418085,0.0738457252652676,2.90738445480268,0.0284030421407386,4.30875113023394,0.0414988726585958,0.981998476552344,1.20518807091465,0.973408842725766,0.981685549628906,1.20484317398258,0.973215780213534,0.233897657410623,0.445381255406807,0.343335263013732,0.230269557037175,0.427890659791289,0.330289246786442,0.0130732025321117,0.0134244038155328,0.0134324751392468,2.50999359910894,0.0215534643382483,1.40234780704697,0.0132569209614031,1.80258411761309,0.0165686752112123
"continuous","vertical",1,0,1,0.01,5,TRUE,0.0886,0,0.0673,0,0.1172,0.0264,0.1033,0.0184,0.1135,0.0273,0.1144,0.0268,0.1146,0.0274,0.1373,0.034,0.2163,0.1137,0.0653,0.0078,0.0566,0.0043,0.0647,0.0098,0.0622,0.0084,0.0645,0.0081,0.0816,0.0123,0.1378,0.0615,0.0624,0.008,0.0698,0.0608,0.067,0.069,0.069,0.0879,0.1519,0.0065,0.0052,0.1162,0.0734,0.0179,0.0143,0.015,0.0193,0.021,0.0802,-0.641086122427202,-0.00418566413423639,-0.320730698988988,-0.641668087262577,-0.00423095643918691,-0.319950247314864,-0.0130207824241215,-0.00309075653147944,-0.000180496438831256,-0.0266453601388708,-0.0065685972553916,-0.000206414370346634,-0.466193745386712,-0.152105498773172,0.000201377623556761,8.2335085219487,0.0763811104591153,10.6211673808195,0.0964017908119828,10.622336342258,0.0964081885873744,3.10695609195342,2.12796185832706,1.33180098438014,3.10644978954619,2.12653589418274,1.33125208290831,0.205687343621962,0.103242349785576,0.103241011997741,0.202635827497517,0.102405336560484,0.102534067260061,0.0490521447851373,0.0294344228587285,0.0301159270267509,2.61474954007904,0.0222638803171363,2.98702697816331,0.0243834758500018,2.99262783081669,0.0244563103903692
"binary_use_control_in_xQTL","vertical",1,0,1,0.01,5,TRUE,0.0605,0,0.0397,0,0.1093,0.0225,0.0966,0.0147,0.1057,0.0227,0.1075,0.0232,0.1064,0.0249,0.1262,0.0308,0.198,0.105,0.0603,0.0068,0.0506,0.0042,0.0572,0.0074,0.0578,0.0075,0.0576,0.0078,0.0751,0.0106,0.1278,0.0559,0.0583,0.0074,0.0499,0.0409,0.0442,0.051,0.051,0.065,0.1265,8e-04,7e-04,0.0556,0.0324,0.0071,0.0039,0.0055,0.0084,0.0083,0.0485,0.0228636571670021,-0.0194748081087778,-0.0077252608238101,0.0228504967768443,-0.019239734575157,-0.00756115935067044,0.00105702650357093,0.000504071007451585,-0.000593768981659534,0.00114732137562913,0.000564193963258173,-0.000617442112009367,0,0,0,4.75995899788086,0.0877230219372175,5.8852108312406,0.106225683616837,5.82888908717251,0.105311574457516,2.38355850926434,2.04141892672982,1.1607453887276,2.3834125923592,2.04223881677282,1.16115248722319,0.237687803103939,0.118619363086538,0.118190850899779,0.232562101298001,0.116509919205068,0.116251217822441,0,0,0,1.92145292277658,0.0320629139403914,2.18472475167581,0.0349572940824889,2.177010162318,0.034896808415491
"binary_use_all_in_xQTL","vertical",1,0,1,0.01,5,TRUE,0.0714,0,0.0488,0,0.1153,0.0246,0.1028,0.0159,0.1097,0.0234,0.1145,0.0248,0.1126,0.0259,0.129,0.0302,0.2075,0.113,0.0601,0.0081,0.0508,0.0048,0.0591,0.0092,0.0597,0.0088,0.0591,0.0084,0.0741,0.0111,0.1366,0.0579,0.0588,0.0084,0.0617,0.052,0.0582,0.0631,0.0631,0.0778,0.1468,0.0051,0.0035,0.1135,0.0697,0.0182,0.0126,0.0139,0.0205,0.0226,0.08,-0.522019594999108,0.00150646727976141,-0.255499560274597,-0.522789793410589,0.00168556091372608,-0.254815151043194,-0.0116568854027446,-0.00311005129700297,0.000430598007773579,-0.0225826513610456,-0.00593783853290131,0.000531018735488842,-0.0892750404077951,-0.029443956209958,-0.00010672320897612,8.10086277055039,0.0752508668556217,10.6006609943432,0.096227102975855,10.6602776444838,0.0967081122410134,3.17492241812269,2.75617712809003,1.55308221933306,3.17431246028725,2.75565887685982,1.55245616435549,0.23488974678473,0.11788111653723,0.11816730533944,0.231231834741806,0.116581786485506,0.117052837759605,0.0135604562404171,0.00845836493351895,0.00874708645816358,2.57042046505845,0.021988350591472,2.99680298018089,0.0244986882976068,3.02452839959844,0.024680977017164
"continuous","horizontal",2,0,1,0.01,5,TRUE,0.0768,0,0.0549,0,0.1211,0.0175,0.1058,0.0105,0.1167,0.0282,0.0912,0.0177,0.1007,0.0204,0.1741,0.0421,0.183,0.0844,0.065,0.0031,0.0594,0.0019,0.0636,0.0096,0.0576,0.0073,0.0573,0.0081,0.1222,0.02,0.1098,0.0326,0.06,0.0058,0.0688,0.0606,0.0728,0.0644,0.0644,0.1282,0.1222,0.0112,0.0099,0.1737,0.0529,0.0243,0.0194,0.0388,0.0274,0.0073,0.0788,0.24472921864004,0.212819584863736,-0.262259614218705,0.245143142389598,0.212414690519897,-0.261822160137276,0.00317740275109896,-0.019900302929351,-0.00965218558229109,0.00683076632906995,-0.0296972104126962,-0.0165353730748198,0.388125339035486,-0.46352376164142,-0.439905908404331,29.9267651607382,0.231080277540514,8.94553960163256,0.0824539024354005,14.7117299475649,0.128742046778602,0.645516754507323,0.686076180421401,0.661862510248778,0.645390359007978,0.685974850043656,0.661714529116419,0.0833749751819095,0.163979264607238,0.123410059901194,0.0830904009484319,0.157140734518138,0.119771481138491,0.0356633619988718,0.0382063344262126,0.0376375280872844,5.53646057454894,0.0326770159303015,2.70353722281955,0.0227652551491168,3.59558525668663,0.027285393056677
"binary_use_control_in_xQTL","horizontal",2,0,1,0.01,5,TRUE,0.0588,0,0.0385,0,0.1078,0.0137,0.0967,0.008,0.1119,0.0242,0.0765,0.0123,0.0927,0.0174,0.1624,0.0357,0.1771,0.0733,0.0573,0.0024,0.0493,0.0013,0.0598,0.0066,0.0447,0.0048,0.0532,0.0059,0.1091,0.0135,0.0971,0.0255,0.0541,0.0049,0.0507,0.0415,0.064,0.0491,0.0491,0.102,0.1007,0.0025,0.0022,0.141,0.0263,0.0129,0.0091,0.0278,0.0153,0.0016,0.0516,-0.0203236189511613,-0.0179052288291007,0.0199821534210953,-0.0202602456773385,-0.0180037586371017,0.0200813029211602,0.000770996866884851,-0.000437253569594037,0.00175043944276638,0.000942622677769922,-0.000404613113833566,0.0023079888038813,0,0,0,16.1927380456137,0.24629729355962,5.18354691418071,0.0947619346175688,8.19966704833822,0.141994275838342,0.69332181386511,0.780825138131836,0.691238614480148,0.693369755674967,0.780781136472838,0.691308815719281,0.118314905538007,0.232673878197288,0.176093498924892,0.117378199314226,0.223160873170287,0.170495083308741,0,0,0,4.03921680787127,0.0460346215996239,2.03597783074808,0.0334303781406784,2.68248429919426,0.0396171270554587
"binary_use_all_in_xQTL","horizontal",2,0,1,0.01,5,TRUE,0.0638,0,0.0425,0,0.1147,0.0153,0.1018,0.0096,0.1147,0.0262,0.0835,0.0151,0.0979,0.018,0.1668,0.038,0.1826,0.0797,0.0603,0.0033,0.0514,0.0022,0.0599,0.0072,0.0517,0.0064,0.0548,0.0064,0.1137,0.0152,0.1049,0.0284,0.0558,0.0053,0.0611,0.0537,0.0691,0.0586,0.0586,0.1195,0.1171,0.0094,0.0081,0.1737,0.0499,0.0235,0.019,0.037,0.0267,0.0049,0.0737,0.213135686356592,0.186042287042769,-0.228042857555202,0.213524147927742,0.185693416281984,-0.227660068056137,0.00286820693913683,-0.0172935396350064,-0.00782452759352295,0.00611464941538997,-0.0256585217158847,-0.0136044082157607,0.0833446456097954,-0.09887851338767,-0.0940479276115397,28.8033410518054,0.224387406064538,8.63151246690308,0.0797964818258524,14.2224860434463,0.124977876556289,1.00061824340895,1.04841897036824,1.01607819332081,1.00045992066312,1.04826066601413,1.01591080661687,0.117439681497514,0.234435128562921,0.175570857319323,0.116847766026185,0.225625018550941,0.170358215981715,0.0122438994261197,0.013127268980571,0.0129818733391485,5.32801733652089,0.0321068650057521,2.63568557777311,0.0223457325985134,3.56383457721302,0.0272963723721776
"continuous","vertical",2,0,1,0.01,5,TRUE,0.0897,0,0.0668,0,0.1193,0.0289,0.1059,0.0196,0.1181,0.0294,0.1184,0.0291,0.12,0.0292,0.1294,0.0329,0.2211,0.1196,0.0647,0.0084,0.0569,0.0049,0.0645,0.0086,0.0643,0.0086,0.0657,0.0081,0.0741,0.0098,0.1411,0.065,0.0642,0.0084,0.0776,0.0687,0.0775,0.0776,0.0776,0.087,0.1637,0.0308,0.0259,0.1849,0.1305,0.0402,0.0311,0.0384,0.0415,0.041,0.1147,-0.62125875468884,-0.0045670162091309,-0.313939120326893,-0.621469068351157,-0.00456398204740067,-0.313750769338675,-0.0029864052620217,-0.000707673668454846,-6.88091658383008e-05,-0.00653926137554777,-0.00160124247680769,-7.54483633194637e-05,-0.387856452634689,-0.120409947837242,0.000152335865376061,29.9267651607382,0.231080277540514,39.5156098564074,0.284114118374767,39.5244497978456,0.284137603883861,3.67352517419721,2.19224174890211,1.41622881146878,3.67344033831782,2.19192621253931,1.41604127871839,0.103064593573557,0.0515809296428985,0.0515532151413463,0.102794092867591,0.0515292799926335,0.051512041464658,0.0453599627880329,0.026317377426186,0.026812808192761,5.53646057454894,0.0326770159303015,6.52922333621896,0.0334963708975046,6.57151624791585,0.0337509125592206
"binary_use_control_in_xQTL","vertical",2,0,1,0.01,5,TRUE,0.0632,0,0.0416,0,0.1146,0.0266,0.1025,0.0175,0.1141,0.0262,0.1143,0.0264,0.1146,0.027,0.1254,0.0303,0.2087,0.115,0.0598,0.0077,0.0517,0.005,0.0614,0.0083,0.0599,0.0082,0.059,0.0082,0.0705,0.01,0.136,0.0599,0.06,0.0083,0.0675,0.0572,0.0652,0.0679,0.0679,0.0773,0.1533,0.0118,0.0093,0.1518,0.0991,0.0304,0.0229,0.0278,0.0314,0.0313,0.1005,0.0444202521802038,-0.0359855772397256,-0.0138318214611376,0.0444459532329003,-0.0359447999144038,-0.0138433382630653,0.000932329286810676,0.000455416760013241,-0.000464538734339135,0.00117702844826008,0.000573561161639589,-0.000573657076772507,0,0,0,16.0813934696933,0.244994991913412,20.5724479541181,0.293338791468595,20.324057711674,0.290842584993042,2.20724608731173,1.93025210675648,1.14327908188476,2.20708220135806,1.93004457357577,1.14308246913541,0.11880892803913,0.0593386225012374,0.0592932102973833,0.117929173575621,0.0589463790837256,0.0589087589510371,0,0,0,4.0358619840161,0.0462158556516756,4.72609668165101,0.0473692702341125,4.67930467877441,0.0472052360586748
"binary_use_all_in_xQTL","vertical",2,0,1,0.01,5,TRUE,0.0718,0,0.0483,0,0.1183,0.027,0.1035,0.0178,0.1163,0.0265,0.1187,0.027,0.1159,0.0277,0.1257,0.0302,0.2116,0.1188,0.0608,0.009,0.0523,0.0057,0.0609,0.0094,0.0606,0.0091,0.0604,0.0093,0.0682,0.0107,0.1398,0.0611,0.0606,0.0092,0.0712,0.0604,0.0695,0.0734,0.0734,0.0801,0.1599,0.0256,0.0216,0.1855,0.1248,0.0397,0.0329,0.037,0.0407,0.0408,0.1135,-0.55263411579839,0.0300113260695178,-0.245612611761689,-0.55274134434756,0.0299603245008921,-0.245491012949845,-0.00279612450427787,-0.00077855481721265,0.000139818435665733,-0.00564636306947419,-0.00150587072232645,0.000165162169924971,-0.0745283247481302,-0.0233411343770156,-8.0819373142129e-05,29.3328321898012,0.227541433278129,39.3301472797751,0.283132733042165,39.5988082318441,0.284506009963593,3.20918923020695,2.67277537154219,1.45023372119377,3.20815495327177,2.67238626973031,1.45014205073872,0.117912175900112,0.0590112203898546,0.0590805681843419,0.117320913695732,0.0587986065496941,0.0589068731282804,0.0126124261380621,0.00758949255314344,0.00779753993062894,5.45490697370506,0.0325656564391649,6.56028142067749,0.0337660295043083,6.61510598483347,0.0338727544736548
"continuous","horizontal",0.5,0.1,1,0.01,5,TRUE,0.1014,0,0.0769,0,0.1616,0.0217,0.15,0.0164,0.1811,0.0529,0.1339,0.0351,0.071,0.011,0.2555,0.0699,0.2126,0.0708,0.1182,0.0087,0.1101,0.0052,0.137,0.0299,0.1072,0.0208,0.0471,0.0059,0.2086,0.0442,0.1643,0.0393,0.1116,0.0128,0.0599,0.0528,0.1082,0.0226,0.0226,0.1396,0.0996,4e-04,2e-04,0.0568,0.0027,0.003,0.0022,0.0087,0.0041,0.0013,0.01,0.28987924653618,0.020552665151853,-0.224519633777764,0.29328911014936,0.019202619324975,-0.221003364260159,0.174194761136476,-0.293385915465488,-0.0275788568677829,0.205225674704697,-0.289616887669778,-0.0689263857153874,0.493499364712921,-0.398784885258397,-0.394985439956353,2.80765570239179,0.0274487345780503,1.49267401746772,0.0148048484671319,1.84700434004482,0.0182468276048408,0.617509400698324,0.833993447176944,0.619130032757498,0.616768719352382,0.833118973755592,0.618455335796969,0.2854860879952,0.430283861480818,0.411067761400441,0.274448590332796,0.417082402333404,0.39116680185332,0.0367022819596734,0.0393860148794089,0.0394871286786436,1.40521577890709,0.0132794093779982,0.898964081961464,0.00874093104338829,1.04384802869019,0.0100763276208052
"binary_use_control_in_xQTL","horizontal",0.5,0.1,1,0.01,5,TRUE,0.0566,0,0.0383,0,0.0743,0.0042,0.0666,0.0026,0.0838,0.0157,0.0502,0.0071,0.0654,0.0103,0.1557,0.0277,0.1036,0.0222,0.0434,6e-04,0.0395,1e-04,0.0476,0.006,0.0372,0.0037,0.0439,0.0051,0.1085,0.0135,0.058,0.0097,0.0348,0.0016,0.0078,0.0069,0.0179,0.0116,0.0116,0.0355,0.0182,0,0,0.0065,1e-04,2e-04,0,5e-04,5e-04,0,0.0011,0.0621146887968244,0.00802230346763176,0.0700327771948515,0.0600387984548017,0.00827395476358403,0.0681041018609505,0.0730052578211054,-0.0273033407775347,0.0784353671548421,0.0619565290359344,-0.0176669261354999,0.0689395758510827,0,0,0,1.93033480209618,0.0376160095400225,1.26357221802997,0.0249984248290489,1.45543138254007,0.0286633604168162,0.844915667021475,1.16842958829145,0.845219320747066,0.841666770697293,1.16843961250072,0.842994904729626,0.419351970009024,0.540261495375614,0.498146179595021,0.403722133069133,0.522084305532764,0.480685588885893,0,0,0,1.09054444079374,0.0202434790006805,0.794252025207942,0.0151925899090073,0.887973035028667,0.0168350264023482
"binary_use_all_in_xQTL","horizontal",0.5,0.1,1,0.01,5,TRUE,0.0715,0,0.0488,0,0.1129,0.0093,0.1028,0.0058,0.1256,0.0323,0.0859,0.0169,0.0706,0.0102,0.1953,0.0448,0.1536,0.0447,0.0751,0.0024,0.0676,0.0014,0.0848,0.0145,0.0643,0.0088,0.0465,0.0052,0.1484,0.0237,0.1008,0.0194,0.0665,0.0042,0.0289,0.0254,0.0565,0.0178,0.0178,0.0826,0.0555,0,0,0.0309,4e-04,9e-04,3e-04,0.0044,0.002,4e-04,0.0053,0.238584044838352,0.00434663051701578,-0.178074851620466,0.241573343853714,0.00342832694785596,-0.175424974598721,0.158910248684434,-0.259518094560564,-0.0186598311957914,0.185287978367526,-0.25616355635128,-0.055852977731685,0.106829455294461,-0.0875119976875209,-0.0868141352530444,2.7662299332139,0.0270649498921072,1.49285552244003,0.0148072141621614,1.82532591944375,0.0180335580773304,1.00572234993648,1.43490298977013,1.04586722244963,1.00583531710603,1.43478918013903,1.04479844743428,0.434800620002996,0.657989109736812,0.61755563027562,0.421295966297385,0.636710552803065,0.589560896014043,0.013208314037607,0.0142701541127639,0.0143014089949566,1.35306639126804,0.0128229594511113,0.895397488726038,0.0087103986868417,1.05223171206077,0.0101646403950662
"continuous","vertical",0.5,0.1,1,0.01,5,TRUE,0.1145,0,0.0869,0,0.1874,0.0533,0.1705,0.04,0.2025,0.0653,0.1807,0.0564,0.1517,0.0424,0.224,0.071,0.2869,0.1739,0.1322,0.0268,0.1186,0.0173,0.157,0.0359,0.124,0.0286,0.0941,0.0193,0.1725,0.0409,0.2263,0.1179,0.1269,0.0275,0.1015,0.0852,0.117,0.0718,0.0718,0.1355,0.2062,0.0024,0.002,0.0621,0.0339,0.0082,0.0062,0.0104,0.0093,0.006,0.0398,-0.64753503799794,-0.00803840147527897,-0.212461456033527,-0.650423849766371,-0.00773917476865857,-0.210062610514559,-0.255187784278734,-0.114416800636188,0.100060848662408,-0.287230636222888,-0.124716089428037,0.0999912771734345,-0.592733256915914,-0.246528797135212,0.100221889723077,2.80765570239179,0.0274487345780503,3.39983623313032,0.0330450447926244,3.3993931720789,0.0330421380314773,2.71505334278615,2.16532136862039,1.33114871792274,2.70959905984075,2.15829893271324,1.32691306392564,0.367789232043349,0.197359598613631,0.20494427418142,0.353758166165088,0.191967741655861,0.199663958126228,0.0485352225821522,0.0296212434985503,0.0311597980725281,1.40521577890709,0.0132794093779982,1.55628297860019,0.014551488426929,1.55089718238346,0.0145169997618082
"binary_use_control_in_xQTL","vertical",0.5,0.1,1,0.01,5,TRUE,0.0562,0,0.0374,0,0.1031,0.0163,0.0912,0.0103,0.0942,0.0161,0.0972,0.0182,0.0975,0.0188,0.1365,0.0277,0.1853,0.0887,0.0585,0.005,0.0518,0.0034,0.0533,0.006,0.0563,0.0058,0.0564,0.0069,0.0878,0.0109,0.1195,0.047,0.0559,0.0064,0.0211,0.0162,0.0211,0.0255,0.0255,0.0415,0.0773,1e-04,0,0.0112,0.0031,0.0012,3e-04,8e-04,0.0015,0.0012,0.0113,-0.054932391998893,-0.00154340847147358,0.0291426875029309,-0.0527543715653424,-0.00152151308861979,0.0277393345750882,-0.110627668965313,-0.0614580854678777,0.0598163895983178,-0.0957268255451114,-0.0541848714854298,0.0526511327211827,0,0,0,1.92304687576516,0.0374848888172623,2.21254362912201,0.0428589858999805,2.20971320176411,0.0427999181502066,2.44294040355995,2.11916994819301,1.22452377794162,2.44036709273901,2.1177532466883,1.22074191173109,0.430853351570197,0.223216349602845,0.223664076841524,0.414776737686511,0.215065456981039,0.215712556915514,0,0,0,1.08095871730332,0.0200871491734911,1.19468887493836,0.0219443453549114,1.2014696537476,0.0220735976110606
"binary_use_all_in_xQTL","vertical",0.5,0.1,1,0.01,5,TRUE,0.0803,0,0.0564,0,0.1398,0.0323,0.1251,0.0218,0.1428,0.0367,0.136,0.0336,0.1228,0.0282,0.1696,0.0449,0.2335,0.1313,0.0886,0.0119,0.0764,0.0071,0.0964,0.0157,0.0836,0.0137,0.0693,0.012,0.1158,0.0207,0.1657,0.0767,0.0849,0.0132,0.0595,0.0475,0.0657,0.0498,0.0498,0.0877,0.1497,7e-04,4e-04,0.0397,0.0178,0.0049,0.0038,0.0056,0.0061,0.0045,0.0318,-0.490216479771261,-0.0387743157001654,-0.197127186519979,-0.492613184734213,-0.0383036383363795,-0.195110803352427,-0.199520353113427,-0.0907103570324887,0.0780586905441916,-0.223429259293816,-0.0986523825766239,0.0781106955175669,-0.111991237290049,-0.0472198002611297,0.0193789022980817,2.7932266897021,0.0273208961834801,3.4052014577615,0.0331003027592161,3.42208822453822,0.0332533364690872,3.51964532205543,3.18627775439015,1.86692381433758,3.51432214658798,3.18097356427242,1.86324924773466,0.434101907319757,0.226859815599542,0.23043665527408,0.418518850972722,0.219448566074531,0.223960920896245,0.0132415228778133,0.00832003907666107,0.00891059388863958,1.36364786903539,0.012916784857474,1.53941850921572,0.0144119707151774,1.56331804935169,0.0146295008908003
"continuous","horizontal",1,0.1,1,0.01,5,TRUE,0.1532,0,0.1039,0,0.2309,0.0519,0.2147,0.0372,0.2629,0.0964,0.1692,0.0479,0.1251,0.0277,0.307,0.1102,0.3086,0.1599,0.1551,0.0174,0.142,0.0108,0.1915,0.0493,0.1128,0.0214,0.0674,0.0099,0.2369,0.0599,0.217,0.0764,0.1478,0.0233,0.1321,0.1169,0.1952,0.0474,0.0474,0.2192,0.2018,0.0088,0.0076,0.1785,0.0392,0.0117,0.0101,0.0257,0.0162,0.0014,0.0288,0.326018584327952,0.202881152283797,-0.193899227361674,0.327429593909736,0.201856769312746,-0.192390630933525,0.130661086937237,-0.205126689327404,0.147758535635987,0.14137252468617,-0.186046026165579,0.120332115020761,0.474620601937698,-0.394290296758249,-0.380219221731276,8.2335085219487,0.0763811104591153,2.98555260478944,0.029142745925678,4.41963627062861,0.0425293063409291,0.593446705414508,0.723476507914086,0.609298511480218,0.593039157067175,0.723086821334792,0.60875821739237,0.150409864515043,0.289334128454618,0.248546610422549,0.148274370759018,0.280090560586714,0.237816981096332,0.0359122379660126,0.0391600174969193,0.0392429997016785,2.61474954007904,0.0222638803171363,1.42865181036218,0.0134731359230147,1.80234580088256,0.0165280533175921
"binary_use_control_in_xQTL","horizontal",1,0.1,1,0.01,5,TRUE,0.0809,0,0.0516,0,0.1299,0.0149,0.1182,0.0102,0.1308,0.0356,0.0691,0.0122,0.11,0.0233,0.1989,0.0523,0.1786,0.0681,0.0728,0.0026,0.0662,0.0011,0.0766,0.0132,0.0456,0.0059,0.0695,0.0102,0.1437,0.0244,0.1029,0.0244,0.0683,0.0059,0.0374,0.031,0.0598,0.0379,0.0379,0.0952,0.0708,0,0,0.0503,0.0019,0.0012,7e-04,0.0068,0.0022,5e-04,0.0075,0.0691714873644483,0.0269022663665183,0.0866662260371759,0.0687261521263311,0.0270037262726718,0.086282572759753,0.104031268023734,-0.0879285787969528,0.150172814076134,0.0979059373414969,-0.0598191386021256,0.138918205881284,0,0,0,4.70947815543122,0.0868636408198566,2.02054361649871,0.0392935193255218,2.82121169831974,0.0539635859813402,0.813602887335852,1.04529574910825,0.804297999251184,0.813163231248727,1.04440465006167,0.804006038204842,0.240009053061806,0.418096694405189,0.331993774031402,0.234142686644871,0.400488609997314,0.318601492116086,0,0,0,1.92044316481356,0.0320452087965206,1.12988069091632,0.0209230017449276,1.40790000410669,0.0252692504194435
